"chromosome_name","external_gene_name","entrezgene_id","start_position","end_position","NSNPS","NPARAM","N","ZSTAT","P_MULTI","P_SNPWISE_MEAN","P_SNPWISE_TOP1","q.BH"
1,"NHLH1",4807,160336857,160342638,123,22,4338,0.7208,0.23552,0.1911,0.30006,0.965938144329897
3,"RAF1",5894,12625100,12705725,298,24,4338,0.72017,0.23571,0.13106,0.43597,0.966233452593918
12,"LARP4",113251,50786166,50873787,190,22,4338,0.72008,0.23574,0.75767,0.077506,0.966233452593918
17,"PIGS",94005,26880401,26898890,40,15,4338,0.71969,0.23586,0.26474,0.21786,0.966233452593918
9,"IER5L",389792,131937835,131940540,77,15,4338,0.71931,0.23598,0.11791,0.48903,0.966233452593918
22,"RANBP1",5902,20103461,20114878,188,21,4338,0.71927,0.23599,0.089451,0.64418,0.966233452593918
4,"MXD4",10608,2249159,2264021,164,26,4338,0.71906,0.23605,0.12204,0.46761,0.966233452593918
2,"SGOL2",151246,201374731,201448505,205,25,4338,0.71901,0.23607,0.099054,0.58756,0.966233452593918
5,"PKD2L2",27039,137223657,137278436,130,22,4338,0.71897,0.23608,0.19009,0.3,0.966233452593918
5,"SLC6A3",6531,1392909,1445545,248,39,4338,0.71891,0.2361,0.10715,0.53755,0.966233452593918
1,"CPSF3L",54973,1246965,1260071,124,12,4338,0.71884,0.23612,0.60523,0.092991,0.966233452593918
2,"CCDC88A",55704,55514978,55647057,572,43,4338,0.71821,0.23631,0.38031,0.15298,0.966608044692737
10,"C10orf12",26148,98741041,98745582,35,10,4338,0.71816,0.23633,0.24327,0.23518,0.966608044692737
1,"ACBD6",84320,180244515,180472089,648,37,4338,0.71804,0.23637,0.10298,0.5655,0.966608044692737
8,"ARHGAP39",80728,145754563,145911194,195,22,4338,0.71754,0.23652,0.14474,0.41092,0.966661459495648
21,"PCP4",5121,41239243,41301322,422,59,4338,0.71728,0.2366,0.73919,0.079161,0.966661459495648
8,"SORBS3",10174,22402499,22433301,130,23,4338,0.71726,0.23661,0.27667,0.21383,0.966661459495648
21,"CHAF1B",8208,37757676,37791313,194,20,4338,0.71709,0.23666,0.12846,0.45863,0.966661459495648
2,"PPP1R7",5510,242088991,242123067,292,34,4338,0.71703,0.23668,0.44479,0.13157,0.966661459495648
7,"USP42",84132,6144515,6201195,322,38,4338,0.71697,0.2367,0.29183,0.20001,0.966661459495648
9,"PSAT1",29968,80912059,80945009,253,34,4338,0.71675,0.23676,0.63632,0.08984,0.966690763052209
6,"C6orf62",81688,24705089,24721064,184,29,4338,0.71572,0.23708,0.24495,0.23505,0.96760637823372
19,"PSG9",5678,43715943,43773682,65,10,4338,0.71569,0.23709,0.1252,0.46276,0.96760637823372
19,"GYS1",2997,49471382,49496567,91,18,4338,0.7154,0.23718,0.17623,0.33238,0.967664511814534
6,"HIST1H4C",8368,26104104,26104518,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4H",8368,26281283,26285762,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4B",8368,26027124,26027480,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4A",8368,26021907,26022278,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4I",8368,27107076,27108418,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4K",8368,27798952,27799305,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4D",8368,26188938,26189304,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4F",8368,26240561,26240976,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4E",8368,26204858,26206266,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4L",8368,27840926,27841289,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
6,"HIST1H4J",8368,27791884,27792257,123,19,4338,0.71531,0.23721,0.15838,0.36568,0.967664511814534
19,"ZNF616",90317,52616344,52643175,220,36,4338,0.71458,0.23744,0.30305,0.19016,0.967760407440213
11,"SAA2",6289,18260770,18270190,153,28,4338,0.71377,0.23768,0.59439,0.097889,0.967760407440213
12,"VPS37B",79720,123349882,123380991,107,21,4338,0.7138,0.23768,0.1602,0.36573,0.967760407440213
19,"PLEKHF1",79156,30155963,30166364,103,22,4338,0.71362,0.23773,0.21389,0.27029,0.967760407440213
21,"KCNE2",9992,35736323,35743688,134,23,4338,0.71364,0.23773,0.10634,0.54449,0.967760407440213
3,"TMEM115",11070,50392180,50397041,47,16,4338,0.71356,0.23775,0.16228,0.36159,0.967760407440213
19,"ZNF296",162979,45574758,45579846,129,18,4338,0.7135,0.23777,0.21788,0.26703,0.967760407440213
19,"RPL18A",6142,17970685,17974962,90,17,4338,0.71335,0.23781,0.093038,0.62893,0.967760407440213
11,"TMEM133",83935,100862811,100864663,198,26,4338,0.71335,0.23781,0.28675,0.20624,0.967760407440213
19,"HMG20B",10362,3572775,3579086,83,29,4338,0.71315,0.23788,0.19316,0.30175,0.967760407440213
16,"NIP7",51388,69373333,69377014,93,17,4338,0.71275,0.238,0.33484,0.17468,0.967760407440213
8,"NRG1",3084,31496902,32622548,3570,167,4338,0.71196,0.23824,0.31124,0.2014,0.967760407440213
3,"ARL14",80117,160394948,160396233,162,18,4338,0.71196,0.23824,0.15041,0.395,0.967760407440213
4,"THAP9",79725,83821837,83841122,22,6,4338,0.71181,0.23829,0.1942,0.30309,0.967760407440213
2,"RNF103-CHMP3",100526767,86732791,86948245,495,46,4338,0.71168,0.23833,0.11169,0.52523,0.967760407440213
2,"CHMP3",100526767,86730554,86948245,495,46,4338,0.71168,0.23833,0.11169,0.52523,0.967760407440213
1,"CTSS",1520,150702672,150738433,139,15,4338,0.71151,0.23838,0.58084,0.10161,0.967760407440213
12,"WNK1",65125,861759,1020618,408,44,4338,0.71135,0.23843,0.39528,0.14773,0.967760407440213
3,"RBM5",10181,50126341,50156454,102,15,4338,0.71106,0.23852,0.54322,0.10865,0.967760407440213
14,"DAD1",1603,23033805,23058175,299,35,4338,0.71102,0.23854,0.26047,0.22913,0.967760407440213
10,"ZNF488",118738,48355024,48373866,82,18,4338,0.71097,0.23855,0.13547,0.42922,0.967760407440213
9,"SPINK4",27290,33218363,33248565,166,22,4338,0.71092,0.23857,0.17344,0.34184,0.967760407440213
18,"DSG1",1828,28898052,28936992,347,25,4338,0.71087,0.23858,0.12883,0.45963,0.967760407440213
5,"ANKHD1-EIF4EBP3",404734,139781493,139929154,155,24,4338,0.71072,0.23863,0.13738,0.4291,0.967760407440213
5,"ANKHD1",404734,139781399,139929163,155,24,4338,0.71072,0.23863,0.13738,0.4291,0.967760407440213
1,"HRNR",388697,152184558,152196669,154,13,4338,0.7105,0.2387,0.44122,0.1367,0.967760407440213
6,"IYD",389434,150690028,150727105,457,42,4338,0.71049,0.2387,0.12422,0.47127,0.967760407440213
1,"OSBPL9",114883,52042851,52254889,279,36,4338,0.71046,0.23871,0.11653,0.52338,0.967760407440213
2,"BCL11A",53335,60678302,60780702,248,49,4338,0.71047,0.23871,0.42562,0.13713,0.967760407440213
13,"MYO16",23026,109248500,109860355,2401,178,4338,0.71026,0.23877,0.22475,0.27651,0.967760407440213
16,"DOC2A",8448,30016830,30034591,88,12,4338,0.71013,0.23881,0.13007,0.45535,0.967760407440213
7,"MRPS33",51650,140705854,140715028,73,12,4338,0.71009,0.23882,0.3838,0.15413,0.967760407440213
15,"LEO1",123169,52230222,52264003,96,16,4338,0.70962,0.23897,0.24468,0.24785,0.968091349328637
7,"ATP6V0A4",50617,138391040,138484305,408,65,4338,0.70891,0.23919,0.22176,0.26825,0.968091349328637
22,"MIOX",55586,50925213,50929077,138,35,4338,0.70851,0.23931,0.15633,0.37677,0.968091349328637
9,"RPL7A",6130,136215069,136218281,155,23,4338,0.70849,0.23932,0.20571,0.28586,0.968091349328637
1,"B4GALT3",8703,161141100,161147287,85,18,4338,0.70844,0.23934,0.17186,0.33875,0.968091349328637
10,"DDIT4",54541,74033678,74035794,102,16,4338,0.70834,0.23937,0.16437,0.35579,0.968091349328637
11,"OR5M9",390162,56229945,56230877,154,19,4338,0.70819,0.23941,0.2373,0.24863,0.968091349328637
14,"RIN3",79890,92980118,93155339,619,95,4338,0.70775,0.23955,0.18122,0.32953,0.968091349328637
6,"HIST1H2BN",8341,27806323,27823487,108,15,4338,0.70766,0.23958,0.3624,0.16289,0.968091349328637
10,"RBP3",5949,48381487,48390991,87,23,4338,0.70709,0.23976,0.46406,0.1262,0.968091349328637
16,"PDPR",55066,70147529,70195203,13,8,4338,0.70684,0.23983,0.16123,0.36036,0.968091349328637
11,"C11orf45",219833,128769460,128775930,142,32,4338,0.70673,0.23987,0.67238,0.088316,0.968091349328637
11,"TMEM80",283232,695428,705028,183,24,4338,0.70664,0.2399,0.47484,0.12323,0.968091349328637
8,"CSMD3",114788,113235157,114449328,3092,107,4338,0.70653,0.23993,0.11802,0.5257,0.968091349328637
19,"ACER1",125981,6306153,6333640,347,29,4338,0.70652,0.23993,0.23082,0.26113,0.968091349328637
1,"DENND1B",163486,197473878,197744826,443,35,4338,0.70652,0.23993,0.17171,0.34502,0.968091349328637
16,"ADCY7",113,50280048,50352046,171,39,4338,0.70628,0.24001,0.24405,0.24468,0.968091349328637
15,"MRPS11",64963,89010684,89022222,41,15,4338,0.70615,0.24005,0.40906,0.14387,0.968091349328637
6,"PKIB",5570,122793076,123047518,733,61,4338,0.70597,0.2401,0.14907,0.40428,0.968091349328637
15,"EID1",23741,49170083,49172380,115,20,4338,0.70588,0.24013,0.19558,0.3041,0.968091349328637
1,"OR10Z1",128368,158576229,158577170,142,19,4338,0.70578,0.24016,0.37397,0.15894,0.968091349328637
19,"ZNF211",10520,58141761,58154147,189,21,4338,0.70565,0.2402,0.10192,0.59721,0.968091349328637
16,"NOD2",64127,50727514,50766988,153,27,4338,0.70562,0.24021,0.091859,0.6489,0.968091349328637
10,"CCDC147",159686,106113522,106214848,270,39,4338,0.70553,0.24024,0.11174,0.53071,0.968091349328637
8,"MAPK15",225689,144798429,144804628,146,27,4338,0.70528,0.24032,0.2111,0.28313,0.968091349328637
22,"TPST2",8459,26921458,26992681,411,53,4338,0.70528,0.24032,0.10839,0.55047,0.968091349328637
15,"KLHL25",64410,86302554,86338261,412,51,4338,0.70525,0.24033,0.20309,0.29338,0.968091349328637
9,"MURC",347273,103340361,103350188,149,18,4338,0.70485,0.24045,0.19443,0.30502,0.968361575704225
1,"COPA",1314,160259063,160313190,171,25,4338,0.70387,0.24076,0.16256,0.36603,0.968944029850746
11,"NAV2",89797,19372271,20143144,2050,234,4338,0.70378,0.24078,0.11603,0.54073,0.968944029850746
19,"LPPR3",79948,812518,821967,134,32,4338,0.70374,0.2408,0.2076,0.28897,0.968944029850746
1,"SAMD13",148418,84764049,84855640,155,26,4338,0.70364,0.24083,0.3713,0.16089,0.968944029850746
6,"OR12D2",26529,29364416,29365448,227,21,4338,0.70333,0.24092,0.12326,0.48587,0.968944029850746
11,"RIC3",79608,8127597,8190602,390,33,4338,0.70334,0.24092,0.14297,0.41641,0.968944029850746
13,"COG3",83548,46039060,46110765,302,27,4338,0.70302,0.24102,0.10307,0.58198,0.968944029850746
11,"NOX4",50507,89057524,89322779,580,48,4338,0.70297,0.24104,0.37723,0.15896,0.968944029850746
12,"WNT10B",7480,49359123,49365546,64,17,4338,0.7027,0.24112,0.21768,0.27269,0.968944029850746
16,"GSPT1",2935,11961985,12009939,187,25,4338,0.70251,0.24118,0.21815,0.27761,0.968944029850746
3,"ARHGEF3",50650,56761446,57113357,1108,110,4338,0.70245,0.2412,0.42228,0.14302,0.968944029850746
9,"RORB",6096,77112281,77308093,512,53,4338,0.70236,0.24123,0.16679,0.35899,0.968944029850746
22,"DDT",1652,24313554,24322660,35,8,4338,0.70207,0.24132,0.19209,0.30872,0.968960508995173
18,"CCDC102B",79839,66382446,66722426,1115,81,4338,0.70201,0.24134,0.2983,0.20592,0.968960508995173
19,"WDR62",284403,36545783,36596008,225,27,4338,0.70133,0.24155,0.1228,0.48112,0.969398904709748
5,"CLPTM1L",81037,1317859,1345214,246,38,4338,0.70108,0.24163,0.090345,0.66624,0.969398904709748
7,"STK31",56164,23749786,23872132,602,45,4338,0.70085,0.2417,0.32083,0.18572,0.969398904709748
7,"HUS1",3364,47735328,48019178,138,16,4338,0.7008,0.24171,0.2308,0.25904,0.969398904709748
4,"ALPK1",80216,113206665,113363776,515,68,4338,0.70065,0.24176,0.18368,0.32996,0.969398904709748
3,"IL5RA",3568,3111233,3168297,254,57,4338,0.70062,0.24177,0.17016,0.3533,0.969398904709748
22,"GSTT1",2952,24376133,24384680,16,9,4338,0.70045,0.24182,0.24495,0.24247,0.969398904709748
3,"GMNC",647309,190570666,190610218,179,25,4338,0.69976,0.24204,0.11577,0.52585,0.969847954495734
4,"FAM53A",152877,1619642,1686029,270,31,4338,0.69958,0.2421,0.17222,0.35148,0.969847954495734
4,"RCHY1",25898,76404247,76439974,181,25,4338,0.69935,0.24217,0.16677,0.35942,0.969847954495734
6,"GPR31",2853,167569759,167571817,95,17,4338,0.69934,0.24217,0.20625,0.29157,0.969847954495734
1,"HMGCS2",3158,120290619,120311528,179,20,4338,0.69917,0.24222,0.12362,0.48838,0.969847954495734
4,"GABRA4",2557,46920917,46996424,344,37,4338,0.69908,0.24225,0.4185,0.14374,0.969847954495734
19,"MEIS3",56917,47906381,47922780,158,26,4338,0.69834,0.24248,0.21194,0.28498,0.969856210572112
13,"PAN3",255967,28712643,28869475,249,26,4338,0.69816,0.24254,0.11724,0.51792,0.969856210572112
1,"PCP4L1",654790,161228517,161255240,218,35,4338,0.69804,0.24258,0.35459,0.16976,0.969856210572112
1,"ANXA9",8416,150954493,150968110,129,20,4338,0.69794,0.24261,0.29321,0.20703,0.969856210572112
19,"ZNF223",7766,44529506,44591471,120,15,4338,0.6978,0.24265,0.29067,0.20922,0.969856210572112
19,"ZNF223",7766,44555520,44572144,120,15,4338,0.6978,0.24265,0.29067,0.20922,0.969856210572112
1,"METTL18",92342,169761670,169764107,167,18,4338,0.6978,0.24265,0.23022,0.26008,0.969856210572112
1,"AK5",26289,77747736,78025651,1050,81,4338,0.69765,0.2427,0.35747,0.17054,0.969856210572112
20,"C20orf26",26074,20033158,20341346,962,73,4338,0.69685,0.24295,0.12341,0.49763,0.969856210572112
8,"UBXN2B",137886,59323823,59364060,267,36,4338,0.69682,0.24296,0.17267,0.34815,0.969856210572112
16,"FANCA",2175,89803957,89883065,606,36,4338,0.69668,0.243,0.19674,0.3116,0.969856210572112
19,"NLRP5",126206,56511092,56573179,569,73,4338,0.69645,0.24307,0.13693,0.44037,0.969856210572112
9,"FNBP1",23048,132649466,132805473,642,50,4338,0.69626,0.24313,0.91157,0.067401,0.969856210572112
13,"GPR18",2841,99906968,99913998,92,19,4338,0.69595,0.24323,0.27765,0.21676,0.969856210572112
17,"RAB11FIP4",84440,29718642,29865236,481,62,4338,0.69589,0.24325,0.16384,0.37407,0.969856210572112
14,"ABHD4",63874,23067146,23081265,255,32,4338,0.69579,0.24328,0.28837,0.21418,0.969856210572112
3,"HDAC11",79885,13521224,13547916,192,36,4338,0.69573,0.2433,0.20504,0.29487,0.969856210572112
7,"PRKAG2",51422,151253197,151574210,1133,141,4338,0.6953,0.24343,0.18225,0.34455,0.969856210572112
6,"OR12D3",81797,29341200,29343068,229,20,4338,0.69532,0.24343,0.12769,0.47724,0.969856210572112
17,"DLG4",1742,7093209,7123021,89,20,4338,0.69513,0.24349,0.11901,0.51443,0.969856210572112
8,"CHCHD7",79145,57124245,57131357,83,20,4338,0.69513,0.24349,0.77689,0.078345,0.969856210572112
6,"GMDS",2762,1624041,2245926,1419,138,4338,0.6951,0.2435,0.10325,0.60359,0.969856210572112
21,"IFNGR2",3460,34775202,34851655,167,28,4338,0.69494,0.24355,0.36593,0.16596,0.969856210572112
11,"NXF1",10482,62559595,62573774,88,13,4338,0.69486,0.24357,0.14126,0.43207,0.969856210572112
14,"ANG",283,21152336,21167130,197,34,4338,0.69483,0.24358,0.63944,0.094229,0.969856210572112
19,"PIH1D1",55011,49949555,49956754,110,18,4338,0.69472,0.24362,0.21568,0.28368,0.969856210572112
4,"LRIT3",345193,110769358,110793471,158,19,4338,0.69466,0.24363,0.15829,0.38537,0.969856210572112
17,"MYBBP1A",10514,4442192,4458926,162,31,4338,0.69439,0.24372,0.13427,0.45542,0.969888093689004
19,"CD33",945,51728320,51747115,119,23,4338,0.69413,0.2438,0.20524,0.29893,0.969888093689004
11,"MPPED2",744,30406040,30608419,575,59,4338,0.69406,0.24382,0.11842,0.51993,0.969888093689004
12,"AGAP2",116986,58118980,58135940,70,15,4338,0.69342,0.24402,0.21113,0.28789,0.969888093689004
12,"RP11-571M6.8",116986,58117544,58119448,70,15,4338,0.69342,0.24402,0.21113,0.28789,0.969888093689004
22,"TOMM22",56993,39077953,39080818,160,13,4338,0.69302,0.24415,0.2506,0.24397,0.969888093689004
10,"EBF3",253738,131633547,131762105,280,54,4338,0.69272,0.24424,0.17636,0.34749,0.969888093689004
9,"CHMP5",51510,33264940,33281977,115,15,4338,0.6927,0.24425,0.11764,0.52257,0.969888093689004
17,"CDRT15L2",256223,20483037,20484224,9,5,4338,0.69251,0.24431,0.20732,0.28942,0.969888093689004
20,"BCAS1",8537,52553316,52687304,685,70,4338,0.69246,0.24432,0.15813,0.39152,0.969888093689004
1,"ZBTB8OS",339487,33065773,33116504,171,15,4338,0.6924,0.24434,0.25044,0.25035,0.969888093689004
8,"IL7",3574,79587978,79717758,205,24,4338,0.69241,0.24434,0.17607,0.34833,0.969888093689004
18,"PHLPP1",23239,60382672,60647666,513,40,4338,0.69239,0.24435,0.25154,0.2454,0.969888093689004
12,"PPFIBP1",8496,27676364,27848497,654,73,4338,0.69235,0.24436,0.1099,0.56153,0.969888093689004
2,"FEZ2",9637,36778570,36873230,277,32,4338,0.69227,0.24438,0.39552,0.15442,0.969888093689004
19,"ZNF57",126295,2900896,2918474,200,18,4338,0.69197,0.24448,0.2647,0.23043,0.969953432657034
16,"RSL1D1",26156,11929056,11945442,142,17,4338,0.69164,0.24458,0.29244,0.21158,0.969953432657034
13,"MZT1",440145,73282495,73301825,127,23,4338,0.69152,0.24462,0.36541,0.16743,0.969953432657034
5,"C5orf38",153571,2752245,2755508,106,21,4338,0.69139,0.24466,0.13923,0.44472,0.969953432657034
17,"DUSP3",1845,41843489,41856356,116,16,4338,0.6913,0.24469,0.19678,0.30901,0.969953432657034
11,"C11orf87",399947,109292846,109299840,48,14,4338,0.69098,0.24479,0.19534,0.31481,0.969953432657034
1,"NBPF20",343505,148250249,148347506,79,14,4338,0.69021,0.24503,0.19203,0.32197,0.969953432657034
17,"PYCR1",5831,79890260,79900288,67,11,4338,0.69011,0.24506,0.55569,0.11001,0.969953432657034
2,"GREB1",9687,11674242,11782914,309,45,4338,0.68989,0.24513,0.18492,0.33421,0.969953432657034
10,"CDH23",64072,73156691,73575702,1432,161,4338,0.68976,0.24517,0.13073,0.47894,0.969953432657034
19,"P2RY11",5032,10222214,10226048,64,17,4338,0.68959,0.24523,0.68178,0.090026,0.969953432657034
12,"GCN1L1",10985,120565007,120632513,129,21,4338,0.68947,0.24526,0.086272,0.7113,0.969953432657034
20,"JPH2",57158,42740335,42816218,459,61,4338,0.68949,0.24526,0.19059,0.32277,0.969953432657034
19,"LRFN1",57622,39797208,39805976,87,15,4338,0.68888,0.24545,0.23776,0.25711,0.969953432657034
19,"MARK4",57787,45582546,45808541,301,38,4338,0.68885,0.24546,0.25044,0.24687,0.969953432657034
20,"ADRM1",11047,60877149,60883918,136,23,4338,0.68853,0.24556,0.14332,0.43679,0.969953432657034
10,"SFXN4",119559,120900279,120925179,164,23,4338,0.68847,0.24558,0.2681,0.23132,0.969953432657034
2,"TEKT4",150483,95537178,95542574,25,9,4338,0.6883,0.24563,0.35972,0.17009,0.969953432657034
1,"PSMA5",5686,109941653,109969062,104,17,4338,0.6881,0.2457,0.099822,0.63654,0.969953432657034
2,"C2orf57",165100,232457575,232458994,109,21,4338,0.68801,0.24572,0.40365,0.15191,0.969953432657034
11,"C2CD2L",9854,118972908,118989252,130,18,4338,0.68783,0.24578,0.46922,0.13096,0.969953432657034
3,"C3orf52",79669,111805182,111849851,232,27,4338,0.68774,0.24581,0.49472,0.12773,0.969953432657034
6,"HIST1H3H",8354,27777842,27778314,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3E",8354,26225383,26225844,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3G",8354,26271146,26271612,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3C",8354,26045639,26046097,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3B",8354,26031817,26032288,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3A",8354,26020718,26021186,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3I",8354,27839623,27840099,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3J",8354,27858093,27860884,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3F",8354,26250370,26250835,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
6,"HIST1H3D",8354,26197068,26199521,123,19,4338,0.68735,0.24593,0.16474,0.37441,0.969953432657034
16,"SMG1",23049,18816175,18937776,92,12,4338,0.68732,0.24594,0.34098,0.18145,0.969953432657034
4,"ZAR1",326340,48492269,48496406,108,17,4338,0.68712,0.246,0.12586,0.49071,0.969953432657034
6,"SLC22A2",6582,160592093,160698670,323,28,4338,0.687,0.24604,0.31582,0.19883,0.969953432657034
4,"WDR19",57728,39184024,39287430,291,21,4338,0.68685,0.24609,0.40552,0.15514,0.969953432657034
4,"METAP1",23173,99916771,99983964,282,26,4338,0.6867,0.24613,0.15332,0.40697,0.969953432657034
17,"KCNH4",23415,40308909,40333296,63,18,4338,0.68609,0.24633,0.81004,0.077364,0.969953432657034
5,"LTC4S",4056,179220981,179223648,118,19,4338,0.68603,0.24635,0.47263,0.13254,0.969953432657034
11,"SLC3A2",6520,62623518,62656352,135,22,4338,0.68597,0.24637,0.12816,0.48789,0.969953432657034
1,"KDM4A",9682,44115829,44171186,183,22,4338,0.68566,0.24646,0.21517,0.28926,0.969953432657034
2,"MMADHC",27249,150426148,150444330,135,21,4338,0.68517,0.24662,0.2389,0.26503,0.969953432657034
12,"MYL6",4637,56551945,56557280,44,18,4338,0.68516,0.24662,0.27889,0.22409,0.969953432657034
15,"LMAN1L",79748,75105057,75118099,105,15,4338,0.68487,0.24671,0.25121,0.2474,0.969953432657034
6,"UBD",10537,29523292,29527702,140,20,4338,0.68478,0.24674,0.34018,0.18186,0.969953432657034
4,"CXXC4",80319,105389469,105416058,103,24,4338,0.68478,0.24674,0.47568,0.12968,0.969953432657034
20,"XKR7",343702,30555805,30591190,129,25,4338,0.68457,0.24681,0.23049,0.26809,0.969953432657034
8,"POMK",84197,42948658,42978577,97,12,4338,0.68455,0.24682,0.45147,0.14027,0.969953432657034
20,"CCM2L",140706,30598245,30619984,128,23,4338,0.68448,0.24684,0.23545,0.26558,0.969953432657034
19,"CXCL17",284340,42932440,42947200,37,5,4338,0.6842,0.24692,0.36657,0.17038,0.969953432657034
19,"DAND5",199699,13075973,13085567,53,20,4338,0.68414,0.24694,0.23268,0.26681,0.969953432657034
6,"RWDD2A",112611,83903098,83908651,76,16,4338,0.68412,0.24695,0.6156,0.10072,0.969953432657034
3,"CCR4",1233,32993066,32997841,92,13,4338,0.68383,0.24704,0.15861,0.38976,0.969953432657034
1,"DNAJC16",23341,15853308,15918874,252,19,4338,0.68378,0.24706,0.24861,0.25403,0.969953432657034
12,"HIP1R",9026,123319000,123347507,231,21,4338,0.68345,0.24716,0.1446,0.43858,0.969953432657034
11,"BEST1",7439,61717293,61732987,147,28,4338,0.68263,0.24742,0.19678,0.31731,0.969953432657034
1,"TNFSF18",8995,173009100,173020103,90,19,4338,0.68263,0.24742,0.18008,0.35057,0.969953432657034
3,"IP6K1",9807,49761727,49823975,148,20,4338,0.68255,0.24745,0.62773,0.10111,0.969953432657034
9,"FAM120A",23196,96214004,96328397,457,37,4338,0.68247,0.24747,0.14492,0.42799,0.969953432657034
2,"ITSN2",50618,24425733,24583583,467,32,4338,0.68212,0.24758,0.10868,0.59397,0.969953432657034
6,"NEDD9",4739,11183531,11382581,724,89,4338,0.68195,0.24763,0.18069,0.34892,0.969953432657034
17,"AP2B1",163,33905065,34053436,569,35,4338,0.68176,0.2477,0.17718,0.35329,0.969953432657034
12,"TBC1D15",64786,72233487,72320629,264,26,4338,0.68174,0.2477,0.17653,0.35684,0.969953432657034
19,"MEGF8",1954,42829761,42882921,95,6,4338,0.68157,0.24775,0.68035,0.092201,0.969953432657034
2,"CHPF",79586,220403669,220408509,42,16,4338,0.68074,0.24802,0.18258,0.34184,0.969953432657034
12,"C1S",716,7096351,7178336,96,16,4338,0.6798,0.24832,0.14166,0.44369,0.969953432657034
17,"OR1D5",8386,2965963,2966901,51,12,4338,0.6798,0.24832,0.1863,0.3358,0.969953432657034
5,"ADAMTS19",171019,128795958,129074376,826,55,4338,0.67972,0.24834,0.17052,0.37117,0.969953432657034
6,"TTLL2",83887,167738574,167772991,238,36,4338,0.67931,0.24847,0.14727,0.42514,0.969953432657034
19,"ZIK1",284307,58089824,58105145,99,15,4338,0.67859,0.2487,0.63842,0.098476,0.969953432657034
7,"OR2A7",401427,143955700,143956815,3,3,4338,0.67855,0.24871,0.30477,0.2032,0.969953432657034
10,"STK32C",282974,134020996,134145351,807,77,4338,0.67831,0.24879,0.38655,0.16523,0.969953432657034
14,"NOXRED1",122945,77860364,77889860,202,20,4338,0.67823,0.24881,0.10512,0.60204,0.969953432657034
5,"GABRA1",2554,161274197,161326975,272,30,4338,0.67816,0.24884,0.17505,0.36228,0.969953432657034
8,"MTUS1",57509,17501304,17658426,1136,90,4338,0.67813,0.24885,0.13034,0.49091,0.969953432657034
17,"CCL18",6362,34391640,34399392,101,20,4338,0.67806,0.24887,0.16694,0.38137,0.969953432657034
19,"ZNF792",126375,35447258,35454953,171,26,4338,0.6778,0.24895,0.3072,0.20502,0.969953432657034
3,"EOMES",8320,27757440,27764206,149,23,4338,0.67779,0.24895,0.46097,0.1366,0.969953432657034
8,"MTMR9",66036,11141925,11185646,280,26,4338,0.6775,0.24905,0.36938,0.17094,0.969953432657034
12,"TMTC2",160335,83080659,83528649,1214,102,4338,0.67683,0.24926,0.17422,0.37036,0.969953432657034
2,"ANO7",50636,242127924,242164792,250,38,4338,0.67622,0.24945,0.43139,0.14687,0.969953432657034
17,"COG1",9382,71189129,71204646,142,20,4338,0.67585,0.24957,0.16776,0.37972,0.969953432657034
4,"CXCL10",3627,76942273,76944650,229,12,4338,0.67567,0.24962,0.2084,0.30638,0.969953432657034
15,"MYO5A",4644,52599480,52821247,687,35,4338,0.67493,0.24986,0.3501,0.18241,0.969953432657034
11,"NAP1L4",4676,2965667,3013607,303,33,4338,0.67444,0.25002,0.15543,0.41234,0.969953432657034
15,"SH2D7",646892,78370150,78397251,168,33,4338,0.67424,0.25008,0.57479,0.11074,0.969953432657034
21,"C21orf33",8209,45553487,45565605,315,35,4338,0.67422,0.25008,0.14607,0.43627,0.969953432657034
17,"ATP6V0A1",535,40610862,40674629,157,20,4338,0.67418,0.2501,0.28959,0.2184,0.969953432657034
