GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
735          5   39274377   39399655    352      41  4338     -0.45248      0.67454         0.65294         0.55329
1601         5   39361776   39460335    332      43  4338     -0.15922      0.56325         0.43975         0.60236
5734         5   40645032   40706962    177      21  4338     -0.31042      0.62188         0.36028         0.88761
23548        5   40701678   40791072    187      25  4338      -1.0418      0.85124         0.79695         0.76522
5562         5   40749481   40833297    175      27  4338      -1.0609      0.85563         0.82142         0.76117
84674        5   40806410   40865456    133      26  4338      -1.1477      0.87445         0.92124         0.73049
6167         5   40821430   40870387    119      23  4338       -1.165      0.87798         0.95797         0.69849
730          5   40874599   40993041    461      43  4338      0.82123      0.20576         0.46386        0.099891
133558       5   40988122   41106444    478      48  4338      0.06686      0.47335          0.3637         0.53805
729          5   41132248   41296588    514      54  4338      -1.2497      0.89429         0.80089         0.86919
345557       5   41297048   41545730    592      56  4338     -0.13729       0.5546         0.67732         0.37291
5019         5   41720167   41905791    256      29  4338      -1.3556      0.91239         0.87352         0.82174
285636       5   41869423   41931738    108      20  4338     -0.92331      0.82208         0.70444         0.79711
26272        5   41890352   41951672     96      18  4338     -0.75338      0.77439         0.63896         0.75849
2690         5   42388577   42731980    711      57  4338      0.36284      0.35836         0.31366         0.37225
100129792    5   42721920   42812539    277      22  4338    -0.062807      0.52504         0.37217         0.63499
6414         5   42789982   42847024    155      17  4338      0.26679      0.39482         0.28311         0.50067
389289       5   43029182   43075447     97      16  4338      0.58713      0.27856          0.1515         0.50649
7690         5   43085985   43186351    337      28  4338      0.23028      0.40894          0.4146         0.36592
167359       5   43157170   43290952    329      41  4338     -0.22272      0.58812         0.37941         0.78023
3157         5   43277572   43348614    183      15  4338     -0.63226      0.73639         0.55141         0.76958
56477        5   43366747   43447488    146      23  4338     -0.43505      0.66824         0.69608         0.56988
64417        5   43434354   43519171    166      17  4338      0.38538      0.34998         0.23148         0.49587
375444       5   43476803   43550273    137      16  4338      0.46623      0.32053         0.19535         0.50283
10605        5   43516369   43592521    151      18  4338      0.48139      0.31512         0.17939         0.52851
23530        5   43567791   43715668    348      24  4338      0.15362      0.43895         0.32729         0.50488
2255         5   44295004   44424808    288      28  4338      0.77073      0.22043          0.1437         0.36549
10884        5   44774027   44825616    112      17  4338     0.063865      0.47454         0.36984         0.51313
348980       5   45245052   45731220    504      44  4338      0.17894      0.42899         0.40498         0.40153
133418       5   49682026   49772234    184      13  4338       1.0148      0.15509        0.085774          0.3476
79668        5   49926733   50152356    424      29  4338       0.8795      0.18957         0.69681        0.059838
3670         5   50643958   50700564    109      18  4338       1.2625      0.10338         0.14318         0.10112
53918        5   52048774   52108451    241      28  4338      0.34998      0.36318         0.57354         0.21707
3672         5   52049136   52259485    712      79  4338     -0.40511       0.6573         0.61305         0.56671
3673         5   52250156   52400609    609      45  4338       1.8087     0.035246        0.033058        0.072597
4338         5   52381509   52440602    230      29  4338       1.0762      0.14091         0.20007         0.13612
10468        5   52741183   52792964    154      27  4338       1.3692     0.085465        0.074688         0.13432
4724         5   52821464   52989171    512      43  4338       0.8339      0.20217          0.1535          0.2941
54622        5   53170578   53641403   1437     101  4338     -0.10395       0.5414         0.31614         0.78349
8988         5   53716431   53762214    232      36  4338      0.98605      0.16205         0.12945         0.23619
112574       5   53778589   53852416    344      32  4338      0.13022       0.4482         0.59877         0.30842
11082        5   54263695   54316414    181      25  4338     -0.21439      0.58488         0.41968         0.69423
3003         5   54285107   54339960    159      23  4338       1.1957      0.11591         0.15614         0.11413
3001         5   54363474   54416080     99      13  4338      0.97212       0.1655         0.52402        0.060504
166979       5   54398799   54504005    260      24  4338     -0.42036      0.66289         0.53161         0.66621
493869       5   54420984   54473129    113      16  4338     -0.38599      0.65025         0.49192         0.70798
345643       5   54505425   54558143    146      20  4338      0.83602      0.20157         0.71968        0.063022
10309        5   54516980   54564508    134      20  4338      0.96045      0.16842         0.54356        0.062788
54505        5   54542073   54638521    170      19  4338      0.16595       0.4341         0.49588         0.32373
23517        5   54568576   54731409    326      21  4338     -0.78752      0.78451         0.61711          0.7341
8611         5   54710670   54865906    357      26  4338      0.24725      0.40236         0.50729          0.2773
153129       5   54911673   55043163    640      28  4338       1.0976      0.13619         0.11315         0.23319
54514        5   54998845   55122975    375      36  4338       0.9608      0.16833         0.14289          0.2283
133396       5   55112207   55228682    293      39  4338      0.73301      0.23178         0.12089         0.46875
3572         5   55220923   55325821    195      26  4338      -1.2345      0.89149          0.8224         0.82635
79722        5   55385507   55564186    447      50  4338     -0.24093       0.5952          0.4157         0.70952
101928448    5   55799692   55865983    231      45  4338     -0.49837      0.69089         0.45736         0.89708
4214         5   56075900   56201979    298      27  4338       2.4224    0.0077095        0.012654        0.024586
133383       5   56170087   56231359    153      20  4338       2.1392     0.016209        0.049956        0.015652
166968       5   56205429   56282957    251      28  4338       1.9562     0.025223        0.057579        0.024514
65056        5   56434676   56570506    243      31  4338      0.98313      0.16277         0.33385        0.095038
345651       5   56765843   56813636    180      31  4338     -0.22118      0.58752         0.71286         0.42275
10769        5   57739809   57790966    236      30  4338     -0.37797      0.64727         0.43963         0.80432
202309       5   57752262   57802185    226      28  4338     -0.39986      0.65537         0.46548         0.79002
115827       5   57842950   58165221    972      93  4338      0.62164      0.26709         0.27725         0.25835
5144         5   58254865   59818925   3917     194  4338     -0.50107      0.69184         0.64465         0.50631
55789        5   59882739   60030993    227      20  4338      0.46057      0.32255         0.24886         0.39678
79993        5   60037616   60175101    320      31  4338     -0.58685      0.72135         0.69096          0.6503
1161         5   60159659   60275905    242      22  4338     -0.23646      0.59346          0.7463         0.39792
91942        5   60205956   60458864    392      31  4338      -0.5822      0.71979         0.87358         0.50246
643155       5   60443536   60493302    100      19  4338      -1.2379      0.89212         0.85019         0.87982
57688        5   60593100   60851999    302      37  4338       2.5594    0.0052425         0.26673      0.00050718
285668       5   60898636   61012362    325      44  4338       1.7363     0.041255        0.062241        0.044001
3796         5   61566989   61693011    297      25  4338      0.73496      0.23118         0.11633          0.4893
51194        5   61664522   61934416    489      33  4338       1.0359      0.15013        0.051245         0.58708
27292        5   61674351   61734728    129      16  4338       1.2694      0.10215         0.04639         0.31299
100130733    5   61839562   61887275     80      15  4338      0.94281      0.17289        0.096809         0.35801
3350         5   63245875   63293119    100      18  4338      0.82723      0.20405         0.31624         0.14177
285671       5   63426671   63678704    361      29  4338     -0.52624      0.70064         0.69063         0.58527
401190       5   63766774   63919285    341      45  4338       0.5825      0.28011         0.50544         0.15329
100132916    5   63951135   64024017    123      25  4338       -0.324      0.62703         0.60277          0.5777
285672       5   64003975   64099496    158      19  4338     -0.62531      0.73412          0.6434         0.68488
10283        5   64029755   64324590    626      44  4338      -1.2478      0.89394         0.83654         0.77845
11174        5   64434563   64812704    813      63  4338       0.0731      0.47086         0.73754         0.25959
64105        5   64803593   64893995    270      21  4338     -0.66795      0.74792          0.7125         0.67676
23398        5   64824063   64893376    201      18  4338     -0.53371      0.70323         0.69767          0.6204
373          5   64875507   64955187    239      19  4338     -0.91748      0.82055          0.9083         0.63695
80006        5   64885558   64971954    254      20  4338      -1.0063      0.84287          0.9321         0.65924
54557        5   64951755   65053648    228      26  4338      -1.2486       0.8941         0.91058         0.76472
57486        5   64983023   65135111    404      44  4338     -0.73243      0.76805         0.79175         0.62555
55914        5   65187382   65386851    265      32  4338        1.154      0.12426        0.065497         0.33484
140890       5   65405046   65489444    128      15  4338     -0.17502      0.56947         0.37757         0.73877
375449       5   65857176   66475426   1630     101  4338       -2.096      0.98196         0.96703         0.90149
4064         5   66467205   66527617    199      34  4338      -1.5763      0.94252         0.88808         0.91319
5295         5   67476584   67607649    336      52  4338       0.3485      0.36373         0.27887         0.44599
64924        5   68354776   68436899    168      20  4338      -1.0513      0.85344         0.66313         0.95883
891          5   68427837   68484072    111      16  4338     -0.62446      0.73384         0.74813         0.61412
64946        5   68450375   68516184    164      16  4338     0.020003      0.49202         0.56142         0.37516
92259        5   68478573   68535985    139      15  4338       0.1868      0.42591         0.44514         0.35641
1022         5   68495622   68583257    222      23  4338      0.59809      0.27489         0.42628         0.17767
202243       5   68566519   68663623    204      25  4338      0.84461      0.19917         0.24992           0.179
5884         5   68630124   68720628    147      19  4338    -0.098393      0.53919         0.34068         0.72151
6880         5   68637551   68700840     91      16  4338     -0.18027      0.57153         0.39043          0.7205
153562       5   68675939   68748701    109      13  4338     -0.20043      0.57943         0.40535         0.66841
100506658    5   68753119   68863931     85      16  4338      0.36482      0.35762         0.32291         0.37881
728340       5   68821001   68898730     14       7  4338      -1.1609      0.87716          0.9363         0.76577
4671         5   70254310   70355941      6       3  4338     -0.63981      0.73885         0.69972         0.74449
2966         5   70320951   70398516      1       1  4338      0.23431      0.40737         0.40684         0.40684
55814        5   70716442   70873649    303      19  4338      0.89512      0.18536        0.083002         0.46673
64087        5   70848115   70964533    270      26  4338       1.2593      0.10396         0.12507         0.11687
9607         5   70979990   71026875    105      18  4338     0.099632      0.46032         0.52649          0.3642
4131         5   71368118   71515397    367      59  4338       0.1499      0.44042         0.36516         0.45877
23107        5   71505236   71651084    198      26  4338       1.9157     0.027699         0.23378         0.01005
79810        5   71581200   71666544    102      17  4338       2.2148     0.013386         0.17309       0.0049574
167465       5   71728238   71838249    270      28  4338      0.42935      0.33383          0.2706         0.38688
3842         5   72077418   72220215    258      24  4338      0.96041      0.16843        0.087935         0.36527
115548       5   72216808   72396349    296      23  4338      0.51616      0.30287         0.30411         0.29148
134285       5   72375286   72437765    117      22  4338       1.0393      0.14934          0.1592         0.16747
134288       5   72429080   72481073    163      22  4338       1.3239     0.092763        0.083684         0.14752
2297         5   72732083   72779352     58      12  4338      0.44685      0.32749         0.18501         0.56223
689          5   72759250   72811448    112      11  4338      0.57936      0.28117         0.75991         0.10284
84135        5   72826568   72888984    121      18  4338      0.58928      0.27784         0.34765         0.21985
57763        5   72838025   72896521    100      15  4338      0.90417      0.18295         0.18358         0.21225
64283        5   72886983   73247818   1022      95  4338      0.36268      0.35842         0.60599         0.19213
3074         5   73900547   74027113    268      43  4338      0.58467      0.27938         0.42338          0.1827
8507         5   73913231   73972249    122      24  4338      0.66969      0.25153         0.68874        0.093997
84340        5   74007029   74098196    170      18  4338      0.63619      0.26233         0.46351         0.15055
10412        5   74027816   74082737     97      13  4338     -0.48219      0.68516          0.4856         0.78792
26049        5   74063399   74198832    218      19  4338      0.82861      0.20366         0.48602        0.093807
51301        5   74313246   74385743    185      25  4338      0.60771      0.27169         0.39722         0.18472
256006       5   74354122   74567703    528      31  4338     -0.22177      0.58775         0.78622         0.35795
3156         5   74597159   74667926    164      21  4338      0.78989       0.2148         0.11472         0.43321
10087        5   74656928   74842806    312      26  4338       1.0993      0.13582         0.38596        0.059639
51426        5   74772657   74905646    204      23  4338       1.2596      0.10391         0.36524        0.040768
728780       5   74872301   74977671    244      26  4338       1.1058      0.13441         0.22479          0.0961
134359       5   74960023   75048313    270      25  4338       2.2006     0.013883        0.010234        0.053478
22987        5   75343997   75659764    986      90  4338      -1.2007      0.88508         0.86248         0.78116
10788        5   75664131   76013957   1073      99  4338      0.11383      0.45469         0.41163         0.43079
2151         5   75901307   75954259    298      27  4338      0.34508      0.36502         0.42689         0.28294
2149         5   75976868   76041595    172      24  4338     0.043568      0.48262         0.47884         0.41037
2150         5   76079833   76141140    132      22  4338      0.25139      0.40076         0.34601         0.42444
170591       5   76110826   76227056    184      39  4338      0.74449      0.22829         0.22156         0.24462
1393         5   76213680   76275299    156      25  4338      0.19089       0.4243         0.51775          0.3059
55109        5   76291210   76371059    139      27  4338      0.31764      0.37538         0.17686         0.73804
84327        5   76362532   76418030     98      22  4338       1.3473     0.088936        0.080811         0.14247
8622         5   76441082   76734081    865      88  4338      0.31324      0.37705         0.19953         0.64509
55255        5   76717622   76823332    430      34  4338     -0.92649       0.8229         0.66126         0.90298
23440        5   76914537   76969522     93      23  4338     -0.66965      0.74846         0.60645         0.75185
6902         5   76976995   77107185    352      30  4338     -0.59888      0.72537         0.52722         0.83079
8546         5   77288150   77625579    739      49  4338      0.15629       0.4379         0.61607         0.26409
9522         5   77621339   77786562    420      31  4338       0.1927       0.4236         0.25162         0.63874
10184        5   77771038   77979648    361      39  4338       0.8286      0.20367        0.080567         0.56064
411          5   78063032   78317357    794      68  4338     -0.12878      0.55123         0.75023         0.34452
29958        5   78283387   78400497    363      33  4338      0.85765      0.19554         0.38486         0.10762
23743        5   78330547   78395897    211      21  4338       1.1779      0.11942         0.29125        0.062063
635          5   78372604   78438113    158      19  4338      0.73024      0.23262         0.12251         0.45238
133746       5   78496925   78633038    274      24  4338     -0.88472      0.81185         0.60557         0.88503
9456         5   78659647   78844659    397      42  4338     -0.51789      0.69773         0.46714         0.83985
167153       5   78873243   78992471    272      22  4338      0.40078      0.34429         0.54789         0.20188
202333       5   78950659   79106049    406      59  4338     -0.16113      0.56401         0.57786         0.45455
345778       5   79262539   79322088    130      22  4338      0.50981      0.30509         0.13161         0.68082
7060         5   79296170   79389111    244      24  4338     -0.53607      0.70405         0.52373         0.78156
256987       5   79397050   79586898    661      78  4338      0.88819      0.18722         0.14566         0.26045
84654        5   79580790   79627661    215      30  4338     -0.57165      0.71622         0.59177         0.75467
9765         5   79668386   79785498    293      26  4338      0.86312      0.19404        0.073173         0.59769
167555       5   79748800   79848382    212      28  4338      0.52784       0.2988         0.14481         0.59865
340120       5   79842574   79901304    173      30  4338      0.13018      0.44821         0.51655         0.35352
1719         5   79912045   79985800    392      20  4338      0.57716      0.28191         0.39069         0.20062
4437         5   79915467   80182634    807      43  4338       0.8915      0.18633         0.26721         0.14789
100462981    5   79935819   79981854    265      17  4338      0.66996      0.25144          0.4051         0.15924
5924         5   80221491   80535981    878     106  4338       1.7345     0.041415        0.045055        0.072181
1160         5   80493605   80572217    179      25  4338       1.5006     0.066733         0.38748        0.017677
84240        5   80562402   80618966    119      19  4338     -0.23973      0.59473         0.85273         0.35441
134526       5   80615731   80724988    277      39  4338      0.97889      0.16382         0.46411        0.067139
23635        5   80703179   81082072    800      68  4338  -0.00034003      0.50014         0.49758         0.42395
83734        5   81232844   81561958    494      47  4338     -0.87048      0.80798         0.63941         0.86522
6228         5   81559139   81609235    108      20  4338     -0.45021      0.67372         0.74167         0.50777
92270        5   81566166   81624147    115      21  4338     -0.37276      0.64534          0.6962         0.50535
7518         5   82338317   82659579    775      49  4338      -1.1309      0.87096         0.73582         0.86439
153339       5   82338665   82408272    169      18  4338        -1.37      0.91466         0.76764         0.94363
1462         5   82732493   82888122    355      52  4338     -0.96049       0.8316         0.72587         0.82566
1404         5   82924017   83051896    282      49  4338     -0.73275      0.76814         0.59535         0.77397
10085        5   83226414   83715685    955     102  4338     -0.13661      0.55433         0.76092         0.32965
1350         5   85878784   85926583     51      15  4338    -0.043882       0.5175         0.58716         0.38668
5921         5   86529070   86697743    217      27  4338      -1.2562      0.89548         0.87314         0.80212
902          5   86677310   86743850     88      19  4338      -2.0631      0.98045         0.96054         0.94757
153396       5   87475450   87599665    187      26  4338     -0.20161      0.57989         0.97646         0.28532
4208         5   88004058   88234922    405      47  4338        -2.04      0.97932         0.94063         0.96452
1070         5   89679528   89740611     59      19  4338      0.80544      0.21028         0.22265         0.21066
10622        5   89734876   89820474    155      28  4338     -0.16074      0.56385         0.39879         0.68747
153364       5   89744020   89805585    114      23  4338     -0.53492      0.70365         0.63066         0.66995
116068       5   89801443   89860401    111      20  4338       1.0892      0.13803         0.06265         0.37952
84059        5   89819617   90470254   1477      89  4338      0.96633      0.16694        0.049049         0.68158
57561        5   90654541   90714149     71      12  4338      0.84661      0.19861         0.10003         0.42722
7025         5   92884043   92940319     56      18  4338      0.62375       0.2664         0.57719         0.12348
83989        5   92943431   93482404    719      50  4338      0.76901      0.22094         0.54813        0.096679
134187       5   93066015   93112309     64      14  4338      0.61353      0.26976         0.74868        0.096939
285600       5   93476556   93989309    806      93  4338    -0.069361      0.52765         0.36031         0.64263
84250        5   93918086   94043326    318      30  4338     -0.35408      0.63836         0.48828          0.6567
79772        5   94028280   94655279   1530     120  4338     -0.39995       0.6554         0.85408         0.39838
153643       5   94692048   94796145    236      37  4338       1.2781      0.10061        0.077703           0.192
9652         5   94789599   94925709    301      23  4338      -1.0744      0.85868         0.64305          0.9005
153642       5   94855825   94950806    167      22  4338      -1.4821      0.93085         0.78626         0.93808
285601       5   94920980   94967284     65      16  4338      -1.5568      0.94024         0.86119         0.95368
317671       5   94947471   95002849     90      19  4338       -1.242      0.89288         0.98913         0.73113
83890        5   94977885   95053885    176      26  4338     0.096814      0.46144         0.97222          0.1941
22836        5   95014181   95142071    273      44  4338      0.14987      0.44043         0.74758         0.22408
2745         5   95139553   95193577    209      30  4338     -0.53272      0.70289         0.74626         0.58852
22936        5   95210802   95332775    196      21  4338       1.4992     0.066914        0.024787         0.31163
5122         5   95716040   95803985    186      34  4338     -0.43742       0.6691         0.58129         0.68033
831          5   95962741   96120387    472      52  4338     -0.16023      0.56365         0.51782          0.5449
51752        5   96086514   96184848    449      35  4338      0.23615      0.40666         0.27076          0.5634
64167        5   96176644   96265420    412      30  4338      0.40493      0.34276          0.3681         0.29691
4012         5   96236346   96375115    369      22  4338       -1.048      0.85268         0.75973         0.81231
101929747    5   96259784   96306855    113      12  4338      -1.3532        0.912          0.8108         0.91114
167410       5   96417574   96513520    184      32  4338      0.74388      0.22847         0.30136          0.1805
55781        5   96486571   96554005    209      30  4338       1.0244      0.15282          0.2185         0.12373
285704       5   98069999   98142198    146      21  4338       1.9218     0.027314        0.028704        0.058511
1105         5   98179689   98299522    205      26  4338     -0.89717      0.81519         0.77827          0.6881
100652833    5   98847964   98895170     99      15  4338      0.74767      0.22733         0.18621         0.28567
441098       5   99689925   99739362     45      13  4338      0.98334      0.16272         0.22313         0.13045
345757       5   99836051   99932440    171      20  4338    -0.026925      0.51074          0.3915         0.56524
7903         5  100132639  100273989    282      24  4338       0.9417      0.17317         0.24413         0.14327
353189       5  101559690  101667253    480      38  4338     -0.20646      0.58178         0.35095         0.78499
133482       5  101697492  101869720    582      33  4338      0.39479       0.3465          0.1509         0.72732
5066         5  102166527  102376809    350      32  4338      0.81842      0.20656          0.2066         0.23048
54826        5  102411704  102490842    165      14  4338     -0.79564      0.78688         0.60248          0.8374
23262        5  102420958  102549224    206      19  4338     -0.31528      0.62372          0.5941         0.52874
90355        5  102559442  102624361    106      18  4338      -1.3878      0.91741         0.81242         0.88797
83594        5  102874556  102933493    139      29  4338       1.0175      0.15445         0.10304         0.27526
1946         5  106702590  107041596    806      98  4338      0.45001      0.32635         0.81202         0.12355
64839        5  107184734  107753080   1427      68  4338       1.8338     0.033341        0.089953        0.031736
2241         5  108048523  108533373   1714      74  4338       2.9104    0.0018049       0.0033698        0.013248
9867         5  108660410  108780675    382      27  4338       2.6336    0.0042244        0.018571       0.0073527
4124         5  108990156  109213429    808      52  4338      -1.4522      0.92677         0.87607         0.90062
642987       5  109745197  110097507    754      32  4338       0.3417      0.36629          0.2473         0.50549
91137        5  110038837  110110857    159      18  4338      0.64672      0.25891         0.20603         0.32629
85480        5  110370778  110423722     88      22  4338        1.323     0.092911         0.70803        0.015733
134430       5  110392870  110476200    245      32  4338     -0.93581      0.82531         0.80662         0.75673
814          5  110524947  110840584    809      74  4338     -0.88095      0.81083         0.62721         0.87444
134429       5  110821731  110883234    145      24  4338      -1.0316      0.84887         0.91411         0.67614
9315         5  111055000  111347628    729      66  4338      -1.0621       0.8559         0.71286         0.82872
64097        5  111468139  111790187    859      65  4338      -1.7665      0.96135         0.95407         0.90324
324          5  112008202  112191936    540      37  4338      0.81369      0.20791          0.1137         0.40962
6728         5  112161885  112238776    259      24  4338     -0.14412       0.5573         0.56332           0.475
7905         5  112202081  112293339    252      26  4338      -1.3287      0.90803         0.81654         0.89856
167227       5  112277399  112367892    260      31  4338      -1.3337      0.90885          0.8041          0.8922
4163         5  112347796  112859527   1979      90  4338      -1.6113      0.94645          0.9393         0.83059
83942        5  112758251  112805728    180      19  4338      -1.1331      0.87142         0.89519          0.7451
64848        5  112814391  112940984    506      30  4338     -0.79554      0.78685         0.90829         0.56484
3781         5  113663016  113842197    429      50  4338       2.0202     0.021684        0.010101         0.11764
55521        5  114450459  114551243    209      35  4338      0.94692      0.17184         0.27183         0.12886
5229         5  114536527  114634123    199      28  4338      0.81637      0.20715         0.65816        0.069961
153733       5  114592885  114667458    158      27  4338      -1.1867      0.88232         0.78063         0.87943
56929        5  114846605  114915591    125      24  4338     -0.31632      0.62412         0.46649         0.69207
353376       5  114904339  114987142    192      22  4338     -0.61628      0.73115          0.6344         0.70568
100302736    5  114904339  114996876    264      24  4338       -0.866      0.80676         0.71474         0.74098
51014        5  114938905  114996876    189      20  4338      -1.3372      0.90942         0.81079         0.86247
1036         5  115130430  115187405     90      22  4338     -0.17097      0.56787         0.31369         0.85631
1176         5  115142303  115259778    196      32  4338      0.29403      0.38437         0.37833         0.34689
9140         5  115153893  115212548     89      21  4338      -0.1228      0.54887           0.338         0.74898
206338       5  115263151  115373303    543      58  4338       1.4695     0.070848        0.034101         0.21129
644100       5  115352163  115404827    279      38  4338     -0.76075       0.7766          0.8106           0.617
51397        5  115385727  115638978   1257      38  4338    -0.021134      0.50843         0.59402         0.36714
57556        5  115769251  115945551    548      73  4338     -0.18421      0.57307         0.55385         0.48095
285605       5  118162569  118359240    356      44  4338      -0.3791      0.64769         0.81542         0.41753
1657         5  118371839  118594822    338      47  4338       1.3747     0.084612        0.057893         0.17356
25816        5  118569418  118740294    524      57  4338     -0.26052      0.60277         0.60081         0.50789
3295         5  118753138  118888030    370      32  4338     0.088654      0.46468         0.49363         0.37744
340069       5  118930254  118981517    196      20  4338       1.1343      0.12834          0.1356         0.15685
51334        5  119764973  120033009   1041      83  4338     -0.14797      0.55882         0.73922         0.35963
94033        5  121152650  121198528     55      18  4338       2.1925     0.014172        0.028343        0.013837
153443       5  121262656  121374295    218      20  4338       2.0241      0.02148        0.024604        0.067476
4015         5  121388890  121449206    142      21  4338      0.82009      0.20608         0.14146         0.31208
133923       5  121430215  121499266    111      22  4338      0.56122      0.28732         0.19932         0.40661
100505841    5  121460871  121528358     83      22  4338      0.27887      0.39017         0.33233         0.42074
9627         5  121612455  121809794    279      32  4338     -0.50793      0.69425         0.82928         0.46464
6643         5  122075691  122180234    365      26  4338      0.54207      0.29389         0.59174          0.1429
28966        5  122146149  122357317    660      33  4338    -0.099388      0.53958         0.32609         0.78162
5480         5  122349078  122407425    223      31  4338    0.0082316      0.49672         0.35687         0.61495
93166        5  122389841  122539960    570      61  4338     -0.73979      0.77029         0.82931         0.61663
153241       5  122670579  122794286    351      26  4338     0.073993      0.47051         0.33718         0.58311
1456         5  122812793  122962739    251      23  4338     -0.72759      0.76657         0.53872         0.89655
57507        5  123962606  124119517    416      57  4338      -1.2934      0.90206         0.81554         0.88858
65983        5  125660788  125839853    486      72  4338      0.20338      0.41942          0.5428         0.29014
501          5  125867533  125966104    251      34  4338      0.74404      0.22842         0.25422          0.2178
51808        5  125901607  125972944    201      21  4338     -0.46503      0.67904         0.54949         0.71363
389320       5  125932414  125981974    155      21  4338     -0.49253      0.68883           0.547         0.72996
4001         5  126077315  126182712    329      42  4338       0.5677      0.28512         0.55091         0.14508
115123       5  126193406  126401500    517      27  4338       1.6648     0.047978         0.64765        0.008079
401207       5  126368250  126444184    193      20  4338      0.11175      0.45551         0.32568         0.54333
84466        5  126530206  126806914    857      56  4338      -0.9529      0.82968         0.74726         0.76874
133619       5  126818301  126900781    207      21  4338      -1.1005      0.86443         0.65416          0.9496
613212       5  126949713  127004322    124      21  4338       1.6904     0.045477        0.041849        0.099803
6558         5  127384483  127535380    214      25  4338      0.19649      0.42211         0.42207         0.35285
2201         5  127583601  127908735    841      60  4338       0.5308      0.29778          0.5837          0.1478
28965        5  128265951  128379335    554      30  4338     -0.79387      0.78636           0.857         0.60182
51015        5  128395442  128459721    178      23  4338     -0.13597      0.55408         0.67285         0.41576
171019       5  128761103  129084376    826      55  4338      0.67972      0.24834         0.17052         0.37117
100127206    5  129048884  129110756    149      19  4338      0.46919      0.31947         0.19963         0.49014
337876       5  129205389  129532327    561      36  4338     -0.09778      0.53895         0.72312         0.33966
90624        5  130471641  130551119    235      16  4338     -0.42521      0.66466         0.78712         0.47968
3094         5  130484976  130536041    149      14  4338     -0.35635      0.63921         0.78913         0.44281
56990        5  130564702  130740383    222      19  4338     -0.14319      0.55693         0.46207         0.55619
51735        5  130749614  131005929    335      20  4338       0.2898      0.38599         0.16831         0.78633
96459        5  130967407  131167756    264      17  4338       0.4853      0.31373         0.13419         0.69747
728637       5  131132683  131316391    264      21  4338      0.78956      0.21489        0.089259         0.56879
23305        5  131275666  131382761    160      21  4338      0.74786      0.22727         0.10467         0.51305
3562         5  131361347  131408896     76      12  4338      0.24461      0.40338         0.29112          0.5225
1437         5  131374485  131421863     83      14  4338     -0.11484      0.54571         0.46473         0.58219
8974         5  131518299  131598556    211      26  4338     -0.82652      0.79574         0.65836         0.83006
8572         5  131558351  131619147    199      20  4338     -0.78221      0.78295         0.76087         0.71539
6583         5  131595145  131689899    296      23  4338      -1.4026      0.91963         0.91263         0.84086
6584         5  131670396  131741306    225      18  4338      -1.0613      0.85573         0.91149         0.70745
3659         5  131807301  131861465    126      19  4338      0.98233      0.16297         0.31314        0.097773
10111        5  131857616  131990313    168      19  4338      0.26758      0.39451         0.72582         0.18783
3567         5  131867136  131927555     70      11  4338     -0.51782      0.69771         0.76909         0.51982
3596         5  131958865  132006801     76      13  4338      0.91797      0.17932         0.35134         0.10576
3565         5  131974678  132028370     95      17  4338      0.84064      0.20028         0.34789         0.12476
11127        5  132018323  132108265    140      11  4338      0.73854      0.23009         0.47761         0.11357
645121       5  132048137  132099856     59       8  4338     -0.79024      0.78531         0.61787         0.90065
23176        5  132076509  132148976     88      13  4338      0.58733      0.27849         0.61007         0.12573
134548       5  132114033  132162489     52      14  4338    -0.027138      0.51083         0.61211         0.37505
134549       5  132147833  132201655     80      13  4338    -0.070037      0.52792         0.41166         0.58885
27089        5  132167319  132214536     96      14  4338     -0.19766      0.57835           0.476         0.60993
116842       5  132174358  132220582    101      15  4338     -0.43133      0.66688         0.51954         0.74105
2661         5  132186877  132237238    101      13  4338     -0.46852       0.6803         0.51755           0.784
27125        5  132201071  132334354    238      20  4338     -0.34835      0.63621         0.63691         0.55108
54819        5  132322677  132397275    180      20  4338    -0.024453      0.50975         0.41318         0.52683
3308         5  132352662  132450709    249      24  4338        1.286     0.099213         0.32231        0.046451
23105        5  132522152  132983223   1350     147  4338        1.211      0.11294        0.061028           0.294
56951        5  133281198  133339406     87      19  4338      0.29883      0.38253         0.35263           0.376
7416         5  133297566  133376300    155      26  4338      0.74385      0.22848          0.1909         0.28606
101060024    5  133407530  133452801    146      26  4338      0.18749      0.42564         0.83189         0.20267
6932         5  133415402  133493920    168      26  4338      0.97867      0.16387         0.54363        0.055529
6500         5  133482082  133547724    143      18  4338      0.11683       0.4535         0.40464         0.44145
5515         5  133522148  133596950    169      17  4338    -0.048278      0.51925         0.50452          0.4279
51265        5  133561817  133741805    281      21  4338      -0.4062       0.6577         0.87419         0.36093
7320         5  133671843  133737799    114      14  4338     -0.69898      0.75772         0.92129         0.46619
91368        5  133727756  133782598     74      16  4338      0.29118      0.38546         0.68195         0.19627
23338        5  133825003  133928918    255      37  4338     -0.78503      0.78378         0.60956         0.89577
51128        5  133926839  134003533     58      18  4338       1.1395      0.12725         0.33837         0.05645
10802        5  133949472  134073601     85      21  4338      0.92686        0.177         0.46374        0.075133
819          5  134039170  134097850     39      13  4338       0.5755      0.28248         0.85428        0.092212
